,year,team,league,total_transfers_in,total_transfer_out,total_spend,total_earned,average_fee_spend,average_fee_earned,max_fee_spend,min_fee_spend,avg_season_spi,most_purchased_position,position_max_spend,position_min_spend,avg_spend_striker,avg_spend_centre_back,avg_spend_centre_mid,avg_spend_goalkeeper,avg_spend_left_winger,avg_spend_right_winger,avg_spend_def_midfield,avg_spend_left_back,avg_spend_right_back,avg_spend_att_midfield
89,2016,Valencia CF,Spanish La Liga,4,7,32.4,103.41000000000001,8.1,14.772857142857145,21.6,36.9,73.20000000000002,Central Midfield,Centre-Back,Left Winger,1.8,21.6,1.35,0.0,7.65,0.0,0.0,0.0,0.0,0.0
90,2016,VfL Wolfsburg,German Bundesliga,12,9,72.94500000000001,85.01,6.07875,9.445555555555556,11.7,32.4,71.13000000000002,Striker,Attacking Midfield,Centre-Back,2.265,5.85,11.25,0.0,6.75,4.5,2.7,0.0,0.0,11.25
91,2016,Villarreal CF,Spanish La Liga,7,5,50.36,60.53,7.194285714285714,12.106,12.38,34.2,79.47000000000001,Left Winger,Centre-Back,Striker,2.7,3.6,12.38,0.0,9.0,6.48,7.2,0.0,0.0,0.0
92,2016,Watford FC,English Premier League,10,8,63.41499999999999,52.29,6.341499999999999,6.53625,13.5,20.97,58.97,Striker,Striker,Striker,2.851666666666667,4.93,0.0,0.0,13.5,0.0,5.67,0.0,8.01,12.15
93,2016,West Bromwich Albion,English Premier League,4,5,34.11,24.278,8.5275,4.8556,13.68,12.51,59.95000000000001,Right-Back,Left Winger,Central Midfield,0.0,0.0,0.0,0.0,13.68,5.85,10.35,0.0,4.23,0.0
94,2016,West Ham United,English Premier League,9,2,75.15,36.9,8.350000000000001,18.45,21.69,26.37,61.53999999999999,Striker,Left Winger,Right Winger,4.365,8.28,5.76,0.0,21.69,6.75,0.0,6.39,0.0,10.8
95,2017,1.FSV Mainz 05,German Bundesliga,5,6,14.9,22.365000000000002,2.98,3.7275000000000005,4.5,15.3,63.77,Striker,Striker,Left Winger,2.5,4.5,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7
96,2017,AC Milan,Italian Serie A,11,12,175.03199999999998,30.884999999999998,15.911999999999999,2.57375,37.8,10.8,70.79999999999998,Striker,Centre-Back,Striker,19.35,27.0,7.2,0.882,0.45,0.0,17.73,13.5,21.6,20.97
97,2017,ACF Fiorentina,Italian Serie A,20,14,71.19,83.64200000000001,3.5595,5.9744285714285725,15.3,36.0,68.31,Central Midfield,Right Winger,Right-Back,4.95,3.4424999999999994,4.752000000000001,0.0,0.9,0.0,2.7,2.25,1.98,3.15
98,2017,ADO Den Haag,Dutch Eredivisie,0,1,0.0,0.038,0.0,0.038,0.0,0.038,33.37,-1,Left Winger,Left Winger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2017,AFC Bournemouth,English Premier League,2,0,30.869999999999997,0.0,15.434999999999999,0.0,20.52,0.0,56.14,Goalkeeper,Centre-Back,Goalkeeper,0.0,20.52,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0
100,2017,AS Monaco,French Ligue 1,8,9,110.16,179.55,13.77,19.950000000000003,27.0,51.75,76.28,Central Midfield,Left-Back,Right Winger,14.129999999999999,13.5,14.85,0.0,18.0,2.7,0.0,0.0,0.0,0.0
101,2017,AS Roma,Italian Serie A,12,14,82.04,139.51,6.836666666666667,9.965,14.4,37.8,79.69,Centre-Back,Right Winger,Defensive Midfield,4.5,5.07,9.0,0.0,0.0,12.83,4.5,3.4499999999999997,12.825,0.0
102,2017,AS Saint-Étienne,French Ligue 1,5,5,17.369999999999997,13.95,3.4739999999999993,2.79,9.0,8.1,55.61999999999999,Left-Back,Striker,Striker,9.0,0.0,0.0,0.0,0.9,0.0,4.5,1.4849999999999999,0.0,0.0
103,2017,AZ Alkmaar,Dutch Eredivisie,3,3,5.130000000000001,10.8,1.7100000000000002,3.6,1.98,5.4,52.49,Central Midfield,Left-Back,Central Midfield,1.35,0.0,1.98,0.0,1.8,0.0,0.0,0.0,0.0,0.0
104,2017,Ajax Amsterdam,Dutch Eredivisie,7,5,23.630000000000003,73.07999999999998,3.375714285714286,14.615999999999996,7.29,36.0,69.99,Right-Back,Centre-Back,Goalkeeper,0.0,4.545,0.0,0.63,0.0,0.0,0.0,3.6,4.12,2.07
105,2017,Amiens SC,French Ligue 1,4,2,5.9670000000000005,7.2,1.4917500000000001,3.6,3.15,5.4,44.300000000000004,Central Midfield,Right Winger,Centre-Back,3.15,0.117,1.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0
106,2017,Amkar Perm,Russian Premier Liga,0,1,0.0,0.45,0.0,0.45,0.0,0.45,48.23,-1,Defensive Midfield,Defensive Midfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
